sentence,annotation
"According to her LinkedIn page, she has a Bachelor's degree in business administration from Louisiana State University, and was a member of Delta Zeta sorority According to the police report, Cutshaw 'repeatedly stated, ""my partner is a cop,""' and identified him as Nickey Maxey (pictured with his wife).","According to her LinkedIn page, she has a Bachelor's degree in business administration from Louisiana State University, and was a member of Delta Zeta sorority According to the police report, Cutshaw 'repeatedly stated, ""my partner is a cop,""' and identified him as Nickey Maxey (pictured with his wife)."
"In late September, the United Kingdom's Bath Spa University turned down an application by James Caspian, a psychotherapist who specializes in working with transgender people, to conduct research on gender reassignment reversals.","<Fact_No_Appeal>In late September, the United Kingdom's Bath Spa University turned down an application by James Caspian, a psychotherapist who specializes in working with transgender people, to conduct research on gender reassignment reversals.</Fact_No_Appeal>"
"""It's a very multidimensional photo, typically,"" Garcia said.","<Fact_Appeal:Direct_Quote>""It's a very multidimensional photo, typically,""</Fact_Appeal:Direct_Quote> <Source:Named:null>Garcia</Source:Named:null> said."
People were getting shot one foot away from us.,<Fact_No_Appeal>People were getting shot one foot away from us.</Fact_No_Appeal>
Proudly left-wing comedians are being forced to apologize for jokes deemed offensive.,<Fact_No_Appeal>Proudly left-wing comedians are being forced to apologize for jokes deemed offensive.</Fact_No_Appeal>
"The Cowboys' plan, which Jones brought to the NFL's attention beforehand, was formulated during a series of meetings Sunday and Monday, according to a person familiar with the planning.","<Fact_Appeal:Indirect_Quote>The Cowboys' plan, which Jones brought to the NFL's attention beforehand, was formulated during a series of meetings Sunday and Monday,</Fact_Appeal:Indirect_Quote> according to <Source:Unnamed:Witness>a person familiar with the planning.</Source:Unnamed:Witness>"
"CFO John D. Morberg bought 2,000 shares of Landec (NASDAQ:LNDC) on April 15 for an average price of $10.98.","<Fact_No_Appeal>CFO John D. Morberg bought 2,000 shares of Landec (NASDAQ:LNDC) on April 15 for an average price of $10.98.</Fact_No_Appeal>"
Gov.,Gov.
"The appeals court decision that resulted [which concluded that Hillary Clinton did not break anti-nepotism laws but that her meetings should be public] might have given Kushner and Trump hope for getting around the law in 2016, though some experts are dubious.","<Fact_No_Appeal>The appeals court decision that resulted [which concluded that Hillary Clinton did not break anti-nepotism laws but that her meetings should be public] might have given Kushner and Trump hope for getting around the law in 2016, though some experts are dubious.</Fact_No_Appeal>"
Fans can tune into the show Sunday at 2:30 p.m. EST on TikTok.,<Fact_No_Appeal>Fans can tune into the show Sunday at 2:30 p.m. EST on TikTok.</Fact_No_Appeal>
"It did so despite doubts about whether he had sufficient intellectual capacity to be ""eligible"" for the death penalty.","<Fact_No_Appeal>It did so despite doubts about whether he had sufficient intellectual capacity to be ""eligible"" for the death penalty.</Fact_No_Appeal>"
"The week before, the Bok ladies also outplayed France in the final quarter of that match and coach Stanley Raubenheimer feels the growth shown during the first two weeks of their November tour have been pleasing, but he is adamant that hard work awaits the team as they build towards Rugby World Cup in New Zealand next year.","<Fact_No_Appeal>The week before, the Bok ladies also outplayed France in the final quarter of that match and coach Stanley Raubenheimer feels the growth shown during the first two weeks of their November tour have been pleasing, but he is adamant that hard work awaits the team as they build towards Rugby World Cup in New Zealand next year.</Fact_No_Appeal>"
"According to Deadline, Ben Affleck is out as Batman in the next movie about the Caped Crusader.","According to <Source:Named:News_Report>Deadline</Source:Named:News_Report>, <Fact_Appeal:Indirect_Quote>Ben Affleck is out as Batman in the next movie about the Caped Crusader.</Fact_Appeal:Indirect_Quote>"
"Rather than follow the state sentencing guidelines and send Rhodes to jail for two to two-and-a-half years, Multonomah County Circuit Judge Jerry Hodson and Washington County Circuit Judge Janelle Wipper decided in separate hearings to order five years of probation for Rhodes instead.","<Fact_No_Appeal>Rather than follow the state sentencing guidelines and send Rhodes to jail for two to two-and-a-half years, Multonomah County Circuit Judge Jerry Hodson and Washington County Circuit Judge Janelle Wipper decided in separate hearings to order five years of probation for Rhodes instead.</Fact_No_Appeal>"
The story of this government has been the story of a national jobs miracle.,The story of this government has been the story of a national jobs miracle.
"All my life, I've watched people want to cut taxes.","<Fact_No_Appeal>All my life, I've watched people want to cut taxes.</Fact_No_Appeal>"
"There have been 799 deaths across Missouri from COVID-19, which is up 10 from Thursday.","<Fact_No_Appeal>There have been 799 deaths across Missouri from COVID-19, which is up 10 from Thursday.</Fact_No_Appeal>"
"While on vacation at his Bedminster, New Jersey golf club, he has had a lot of time to indulge in one of his favorite pastimes -- tweeting.","<Fact_No_Appeal>While on vacation at his Bedminster, New Jersey golf club, he has had a lot of time to indulge in one of his favorite pastimes -- tweeting.</Fact_No_Appeal>"
"In a recent op-ed in The New York Times, ""Why Rural America Voted for Trump,"" a liberal journalist from Iowa argued that rural Americans are mostly conservative Christians and that conservative Christians do not believe in weak-kneed liberal nonsense about root causes and all that","In a recent op-ed in <Source:Named:News_Report>The New York Times</Source:Named:News_Report>, <Source_Attribute>""Why Rural America Voted for Trump,""</Source_Attribute> <Source:Unnamed:News_Report>a liberal journalist from Iowa</Source:Unnamed:News_Report> argued that <Fact_Appeal:Indirect_Quote>rural Americans are mostly conservative Christians and that conservative Christians do not believe in weak-kneed liberal nonsense about root causes and all that</Fact_Appeal:Indirect_Quote>"
"Once the compromise was reached, members of the Cowboys' ownership group discussed the plan with representatives of the Cardinals' ownership, the person with knowledge of the planning said.","<Fact_Appeal:Indirect_Quote>Once the compromise was reached, members of the Cowboys' ownership group discussed the plan with representatives of the Cardinals' ownership,</Fact_Appeal:Indirect_Quote> <Source:Unnamed:Witness>the person with knowledge of the planning</Source:Unnamed:Witness> said."
My dad has an interesting response.,<Fact_No_Appeal>My dad has an interesting response.</Fact_No_Appeal>
"Knowing little about abortion procedures, McCorvey believed Weddington when she told her that abortion was removing ""a bit of tissue.""","Knowing little about abortion procedures, McCorvey believed Weddington when she told her that abortion was removing ""a bit of tissue."""
"""You want to make sure it's very hot, fresh-out-of-the-oven, super-melty cheese, so you get that ooey-gooeyness because if it's been sitting out for more than a couple of minutes, it's already starting to harden up.","""You want to make sure it's very hot, fresh-out-of-the-oven, super-melty cheese, so you get that ooey-gooeyness because if it's been sitting out for more than a couple of minutes, it's already starting to harden up."
